work_year,salary_in_usd,remote_ratio,Cost of Living Index,Rent Index,Local Purchasing Power Index,Cost of Living Plus Rent Index,GDP,log_salary,experience_numeric,salary_k,adjusted_salary,rent_burden_ratio,gdp_to_power_ratio,role_numeric,remote_Onsite,remote_Remote,company_size_num,country_France,country_Germany,country_Greece,country_India,country_Japan,country_Netherlands,country_Other,country_Spain,country_United Kingdom,country_United States,exp_x_role,exp_x_remote,size_x_gdp
2021,100000,0,70.4,41.7,142.3,56.6,71307.4017277218,11.51293546492023,1,100.0,1420.45,0.737,501.106,4,True,False,1,False,False,False,False,False,False,False,False,False,True,4,0.0,71307.4017277218
2021,90000,100,70.4,41.7,142.3,56.6,71307.4017277218,11.407576060361786,2,90.0,1278.41,0.737,501.106,3,False,True,2,False,False,False,False,False,False,False,False,False,True,6,2.0,142614.8034554436
2021,63711,50,46.1,13.4,117.0,30.4,40094.5599795288,11.062128206863923,2,63.7,1382.02,0.441,342.689,4,False,False,1,False,False,False,False,True,False,False,False,False,False,8,1.0,40094.5599795288
2021,77364,50,46.1,13.4,117.0,30.4,40094.5599795288,11.256289760923773,2,77.4,1678.18,0.441,342.689,4,False,False,1,False,False,False,False,True,False,False,False,False,False,8,1.0,40094.5599795288
2021,220000,0,70.4,41.7,142.3,56.6,71307.4017277218,12.301387370778713,3,220.0,3125.0,0.737,501.106,4,True,False,3,False,False,False,False,False,False,False,False,False,True,12,0.0,213922.20518316538
2021,80000,100,70.4,41.7,142.3,56.6,71307.4017277218,11.289794413577894,1,80.0,1136.36,0.737,501.106,4,False,True,2,False,False,False,False,False,False,False,False,False,True,4,1.0,142614.8034554436
2021,135000,100,70.4,41.7,142.3,56.6,71307.4017277218,11.813037464800539,2,135.0,1917.61,0.737,501.106,3,False,True,3,False,False,False,False,False,False,False,False,False,True,6,2.0,213922.20518316538
2021,240000,0,70.4,41.7,142.3,56.6,71307.4017277218,12.388398368982115,3,240.0,3409.09,0.737,501.106,1,True,False,3,False,False,False,False,False,False,False,False,False,True,3,0.0,213922.20518316538
2021,150000,0,70.4,41.7,142.3,56.6,71307.4017277218,11.918397239722838,3,150.0,2130.68,0.737,501.106,2,True,False,3,False,False,False,False,False,False,False,False,False,True,6,0.0,213922.20518316538
2021,82500,100,70.4,41.7,142.3,56.6,71307.4017277218,11.320565693461432,2,82.5,1171.88,0.737,501.106,4,False,True,1,False,False,False,False,False,False,False,False,False,True,8,2.0,71307.4017277218
2021,100000,100,70.4,41.7,142.3,56.6,71307.4017277218,11.51293546492023,2,100.0,1420.45,0.737,501.106,2,False,True,3,False,False,False,False,False,False,False,False,False,True,4,2.0,213922.20518316538
2021,82744,50,61.1,20.1,109.8,41.4,51658.238294958,11.323518868453043,3,82.7,1354.24,0.486,470.476,4,False,False,2,False,False,False,False,False,False,True,False,False,False,12,1.5,103316.476589916
2021,62649,50,63.7,21.0,102.4,43.2,43725.0999521245,11.045318960324215,2,62.6,983.5,0.486,427.003,0,False,False,2,True,False,False,False,False,False,False,False,False,False,0,1.0,87450.199904249
2021,90000,100,70.4,41.7,142.3,56.6,71307.4017277218,11.407576060361786,2,90.0,1278.41,0.737,501.106,2,False,True,3,False,False,False,False,False,False,False,False,False,True,4,2.0,213922.20518316538
2021,153000,100,70.4,41.7,142.3,56.6,71307.4017277218,11.938199736300925,3,153.0,2173.3,0.737,501.106,2,False,True,3,False,False,False,False,False,False,False,False,False,True,6,3.0,213922.20518316538
2021,160000,100,70.4,41.7,142.3,56.6,71307.4017277218,11.982935344196433,3,160.0,2272.73,0.737,501.106,2,False,True,1,False,False,False,False,False,False,False,False,False,True,6,3.0,71307.4017277218
2021,168000,0,46.1,13.4,117.0,30.4,40094.5599795288,12.031725210748633,3,168.0,3644.25,0.441,342.689,0,True,False,1,False,False,False,False,True,False,False,False,False,False,0,0.0,40094.5599795288
2021,150000,100,70.4,41.7,142.3,56.6,71307.4017277218,11.918397239722838,2,150.0,2130.68,0.737,501.106,4,False,True,2,False,False,False,False,False,False,False,False,False,True,8,2.0,142614.8034554436
2021,75774,100,64.8,33.2,103.7,49.6,52886.6616372703,11.235523701926004,2,75.8,1169.35,0.669,509.997,4,False,True,3,False,False,False,False,False,False,False,False,False,False,8,2.0,158659.9849118109
2021,13400,100,25.9,7.6,39.5,17.1,4775.94580078125,9.503084610020228,1,13.4,517.37,0.444,120.91,4,False,True,3,False,False,False,False,False,False,True,False,False,False,4,1.0,14327.83740234375
2021,144000,100,70.4,41.7,142.3,56.6,71307.4017277218,11.87757552297847,3,144.0,2045.45,0.737,501.106,1,False,True,3,False,False,False,False,False,False,False,False,False,True,3,3.0,213922.20518316538
2021,127221,50,64.8,33.2,103.7,49.6,52886.6616372703,11.753688870907842,3,127.2,1963.29,0.669,509.997,2,False,False,3,False,False,False,False,False,False,False,False,False,False,6,1.5,158659.9849118109
2021,119059,100,62.7,27.1,99.4,45.6,52270.9040241956,11.687382846707381,2,119.1,1898.87,0.594,525.864,4,False,True,2,False,False,False,False,False,False,True,False,False,False,8,2.0,104541.8080483912
2021,423000,50,70.4,41.7,142.3,56.6,71307.4017277218,12.955129822091815,2,423.0,6008.52,0.737,501.106,4,False,False,3,False,False,False,False,False,False,False,False,False,True,8,1.0,213922.20518316538
2021,120000,100,70.4,41.7,142.3,56.6,71307.4017277218,11.695255355062795,3,120.0,1704.55,0.737,501.106,3,False,True,2,False,False,False,False,False,False,False,False,False,True,9,3.0,142614.8034554436
2021,125000,100,70.4,41.7,142.3,56.6,71307.4017277218,11.736077016252437,1,125.0,1775.57,0.737,501.106,4,False,True,1,False,False,False,False,False,False,False,False,False,True,4,1.0,71307.4017277218
2021,230000,50,63.606218487394955,34.282184873949575,124.5889075630252,49.50722689075631,12425.029296875,12.345838935721968,4,230.0,3616.0,0.692,99.728,0,False,False,3,False,False,False,False,False,False,True,False,False,False,0,2.0,37275.087890625
2021,85000,0,63.606218487394955,34.282184873949575,124.5889075630252,49.50722689075631,12425.029296875,11.350418300109132,4,85.0,1336.35,0.692,99.728,0,True,False,2,False,False,False,False,False,False,True,False,False,False,0,0.0,24850.05859375
2021,28369,50,52.8,24.2,68.1,39.1,38065.354346575,10.253087527802897,2,28.4,537.29,0.619,558.963,2,False,False,3,False,False,False,False,False,False,True,False,False,False,4,1.0,114196.06303972499
2021,63831,50,62.2,24.4,120.2,44.0,52265.6541620571,11.064009910988117,1,63.8,1026.22,0.555,434.822,0,False,False,3,False,True,False,False,False,False,False,False,False,False,0,0.5,156796.9624861713
2021,130026,50,62.2,24.4,120.2,44.0,52265.6541620571,11.77549740018035,4,130.0,2090.45,0.555,434.822,0,False,False,2,False,True,False,False,False,False,False,False,False,False,0,2.0,104531.3083241142
2021,165000,100,70.4,41.7,142.3,56.6,71307.4017277218,12.013706813470414,3,165.0,2343.75,0.737,501.106,0,False,True,3,False,False,False,False,False,False,False,False,False,True,0,3.0,213922.20518316538
2021,80000,100,70.4,41.7,142.3,56.6,71307.4017277218,11.289794413577894,1,80.0,1136.36,0.737,501.106,2,False,True,3,False,False,False,False,False,False,False,False,False,True,2,1.0,213922.20518316538
2021,250000,0,70.4,41.7,142.3,56.6,71307.4017277218,12.429220196836383,4,250.0,3551.14,0.737,501.106,0,True,False,3,False,False,False,False,False,False,False,False,False,True,0,0.0,213922.20518316538
2021,55000,50,70.4,41.7,142.3,56.6,71307.4017277218,10.915106645867503,1,55.0,781.25,0.737,501.106,3,False,False,1,False,False,False,False,False,False,False,False,False,True,3,0.5,71307.4017277218
2021,150000,100,70.4,41.7,142.3,56.6,71307.4017277218,11.918397239722838,2,150.0,2130.68,0.737,501.106,0,False,True,3,False,False,False,False,False,False,False,False,False,True,0,2.0,213922.20518316538
2021,170000,100,70.4,41.7,142.3,56.6,71307.4017277218,12.04355959836804,2,170.0,2414.77,0.737,501.106,0,False,True,3,False,False,False,False,False,False,False,False,False,True,0,2.0,213922.20518316538
2021,82528,100,62.0,31.1,115.2,47.1,46926.475736105,11.320905025707312,2,82.5,1331.1,0.66,407.348,2,False,True,3,False,False,False,False,False,False,False,False,True,False,4,2.0,140779.427208315
2021,60000,100,70.4,41.7,142.3,56.6,71307.4017277218,11.002116507732017,1,60.0,852.27,0.737,501.106,3,False,True,1,False,False,False,False,False,False,False,False,False,True,3,1.0,71307.4017277218
2021,235000,100,70.4,41.7,142.3,56.6,71307.4017277218,12.367345048436391,3,235.0,3338.07,0.737,501.106,4,False,True,3,False,False,False,False,False,False,False,False,False,True,12,3.0,213922.20518316538
2021,60757,50,45.1,24.0,56.9,35.0,24711.4510062111,11.01465403977559,3,60.8,1347.16,0.686,434.296,0,False,False,3,False,False,False,False,False,False,True,False,False,False,0,1.5,74134.3530186333
2021,174000,100,70.4,41.7,142.3,56.6,71307.4017277218,12.066816325306588,3,174.0,2471.59,0.737,501.106,2,False,True,3,False,False,False,False,False,False,False,False,False,True,6,3.0,213922.20518316538
2021,2859,0,40.2,15.5,45.4,28.4,10314.0506725979,7.958576903813898,2,2.9,71.12,0.546,227.182,4,True,False,1,False,False,False,False,False,False,True,False,False,False,8,0.0,10314.0506725979
2021,40038,100,39.1,11.1,45.1,25.7,16206.8325493421,10.597609258092302,2,40.0,1023.99,0.432,359.353,4,False,True,3,False,False,False,False,False,False,True,False,False,False,8,2.0,48620.4976480263
2021,81000,50,70.4,41.7,142.3,56.6,71307.4017277218,11.302216779257382,1,81.0,1150.57,0.737,501.106,4,False,False,1,False,False,False,False,False,False,False,False,False,True,4,0.5,71307.4017277218
2021,5679,100,70.4,41.7,142.3,56.6,71307.4017277218,8.644706511715198,2,5.7,80.67,0.737,501.106,4,False,True,1,False,False,False,False,False,False,False,False,False,True,8,2.0,71307.4017277218
2021,22611,0,21.2,5.6,82.6,13.7,2239.61384367482,10.026236017795181,2,22.6,1066.56,0.409,27.114,2,True,False,3,False,False,False,True,False,False,False,False,False,False,4,0.0,6718.84153102446
2021,90734,50,62.2,24.4,120.2,44.0,52265.6541620571,11.415698449209124,2,90.7,1458.75,0.555,434.822,4,False,False,3,False,True,False,False,False,False,False,False,False,False,8,1.0,156796.9624861713
2021,26005,0,70.4,41.7,142.3,56.6,71307.4017277218,10.166082559611265,2,26.0,369.39,0.737,501.106,2,True,False,3,False,False,False,False,False,False,False,False,False,True,4,0.0,213922.20518316538
2021,61896,50,62.0,31.1,115.2,47.1,46926.475736105,11.033226992231649,3,61.9,998.32,0.66,407.348,3,False,False,3,False,False,False,False,False,False,False,False,True,False,9,1.5,140779.427208315
2021,12000,50,18.8,2.8,29.1,11.1,1455.31922370186,9.392745258631441,2,12.0,638.3,0.252,50.011,4,False,False,2,False,False,False,False,False,False,True,False,False,False,8,1.0,2910.63844740372
2021,4000,100,63.606218487394955,34.282184873949575,124.5889075630252,49.50722689075631,59686.29624943695,8.294299608857235,2,4.0,62.89,0.692,479.066,2,False,True,2,False,False,False,False,False,False,True,False,False,False,4,2.0,119372.5924988739
2021,50000,100,62.0,31.1,115.2,47.1,46926.475736105,10.819798284210286,3,50.0,806.45,0.66,407.348,3,False,True,2,False,False,False,False,False,False,False,False,True,False,9,3.0,93852.95147221
2021,69741,100,47.3,22.9,92.1,35.6,30799.4775937775,11.152557997765097,4,69.7,1474.44,0.643,334.413,0,False,True,1,False,False,False,False,False,False,False,True,False,False,0,4.0,30799.4775937775
2021,76833,50,62.0,31.1,115.2,47.1,46926.475736105,11.249402529502674,3,76.8,1239.24,0.66,407.348,2,False,False,1,False,False,False,False,False,False,False,False,True,False,6,1.5,46926.475736105
2021,74000,50,46.1,13.4,117.0,30.4,40094.5599795288,11.211833885608513,2,74.0,1605.21,0.441,342.689,4,False,False,1,False,False,False,False,True,False,False,False,False,False,8,1.0,40094.5599795288
2021,152000,100,63.7,21.0,102.4,43.2,43725.0999521245,11.931642378754141,3,152.0,2386.19,0.486,427.003,1,False,True,3,True,False,False,False,False,False,False,False,False,False,3,3.0,131175.29985637352
2021,21844,50,28.8,8.6,33.7,19.1,6222.62164397614,9.991727341385536,1,21.8,758.47,0.45,184.648,4,False,False,2,False,False,False,False,False,False,True,False,False,False,4,0.5,12445.24328795228
2021,18000,0,63.606218487394955,34.282184873949575,124.5889075630252,49.50722689075631,59686.29624943695,9.798182590890704,2,18.0,282.99,0.692,479.066,2,True,False,1,False,False,False,False,False,False,True,False,False,False,4,0.0,59686.29624943695
2021,174000,100,70.4,41.7,142.3,56.6,71307.4017277218,12.066816325306588,3,174.0,2471.59,0.737,501.106,1,False,True,3,False,False,False,False,False,False,False,False,False,True,3,3.0,213922.20518316538
2021,96113,50,64.8,33.2,103.7,49.6,52886.6616372703,11.473290265929538,3,96.1,1483.23,0.669,509.997,0,False,False,3,False,False,False,False,False,False,False,False,False,False,0,1.5,158659.9849118109
2021,147000,50,70.4,41.7,142.3,56.6,71307.4017277218,11.898194668458823,2,147.0,2088.07,0.737,501.106,4,False,False,3,False,False,False,False,False,False,False,False,False,True,8,1.0,213922.20518316538
2021,9272,100,30.2,8.5,34.2,19.8,2061.35622089594,9.134862230800225,1,9.3,307.02,0.429,60.274,3,False,True,1,False,False,False,False,False,False,True,False,False,False,3,1.0,2061.35622089594
2021,24342,100,21.2,5.6,82.6,13.7,2239.61384367482,10.09999961284942,3,24.3,1148.21,0.409,27.114,4,False,True,3,False,False,False,True,False,False,False,False,False,False,12,3.0,6718.84153102446
2021,54094,50,70.4,41.7,142.3,56.6,71307.4017277218,10.898497039121674,3,54.1,768.38,0.737,501.106,1,False,False,3,False,False,False,False,False,False,False,False,False,True,3,1.5,213922.20518316538
2021,90000,100,70.4,41.7,142.3,56.6,71307.4017277218,11.407576060361786,1,90.0,1278.41,0.737,501.106,0,False,True,1,False,False,False,False,False,False,False,False,False,True,0,1.0,71307.4017277218
2021,61467,50,65.1,22.5,102.4,44.7,53648.7190742245,11.026271993175223,2,61.5,944.19,0.503,523.913,4,False,False,2,False,False,False,False,False,False,True,False,False,False,8,1.0,107297.438148449
2021,195000,100,70.4,41.7,142.3,56.6,71307.4017277218,12.180759965737863,3,195.0,2769.89,0.737,501.106,4,False,True,2,False,False,False,False,False,False,False,False,False,True,12,3.0,142614.8034554436
2021,37825,100,47.3,22.9,92.1,35.6,30799.4775937775,10.5407519758484,2,37.8,799.68,0.643,334.413,4,False,True,3,False,False,False,False,False,False,False,True,False,False,8,2.0,92398.4327813325
2021,50000,100,70.4,41.7,142.3,56.6,71307.4017277218,10.819798284210286,3,50.0,710.23,0.737,501.106,0,False,True,1,False,False,False,False,False,False,False,False,False,True,0,3.0,71307.4017277218
2021,160000,100,70.4,41.7,142.3,56.6,71307.4017277218,11.982935344196433,2,160.0,2272.73,0.737,501.106,4,False,True,3,False,False,False,False,False,False,False,False,False,True,8,2.0,213922.20518316538
2021,12901,0,30.2,7.9,37.2,19.5,7972.5366498646,9.465137617092187,2,12.9,427.19,0.405,214.316,4,True,False,1,False,False,False,False,False,False,True,False,False,False,8,0.0,7972.5366498646
2021,200000,100,70.4,41.7,142.3,56.6,71307.4017277218,12.206077645517674,3,200.0,2840.91,0.737,501.106,4,False,True,3,False,False,False,False,False,False,False,False,False,True,12,3.0,213922.20518316538
2021,165000,0,70.4,41.7,142.3,56.6,71307.4017277218,12.013706813470414,3,165.0,2343.75,0.737,501.106,2,True,False,2,False,False,False,False,False,False,False,False,False,True,6,0.0,142614.8034554436
2021,20000,0,70.4,41.7,142.3,56.6,71307.4017277218,9.90353755128617,2,20.0,284.09,0.737,501.106,2,True,False,3,False,False,False,False,False,False,False,False,False,True,4,0.0,213922.20518316538
2021,120000,0,70.4,41.7,142.3,56.6,71307.4017277218,11.695255355062795,3,120.0,1704.55,0.737,501.106,3,True,False,3,False,False,False,False,False,False,False,False,False,True,9,0.0,213922.20518316538
2021,24823,50,49.9,18.7,80.9,34.9,29187.369382785,10.119566206128216,2,24.8,497.45,0.536,360.783,4,False,False,3,False,False,False,False,False,False,True,False,False,False,8,1.0,87562.10814835501
2021,56738,50,63.7,21.0,102.4,43.2,43725.0999521245,10.946217083956563,2,56.7,890.71,0.486,427.003,0,False,False,1,True,False,False,False,False,False,False,False,False,False,0,1.0,43725.0999521245
2021,66022,50,62.0,31.1,115.2,47.1,46926.475736105,11.097758445150307,2,66.0,1064.87,0.66,407.348,2,False,False,1,False,False,False,False,False,False,False,False,True,False,4,1.0,46926.475736105
2021,5882,0,101.1,46.5,158.7,74.9,93664.7736696111,8.679822114864455,1,5.9,58.18,0.621,590.2,2,True,False,3,False,False,False,False,False,False,True,False,False,False,2,0.0,280994.3210088333
2021,24823,50,62.2,24.4,120.2,44.0,52265.6541620571,10.119566206128216,1,24.8,399.08,0.555,434.822,4,False,False,2,False,True,False,False,False,False,False,False,False,False,4,0.5,104531.3083241142
2021,185000,100,70.4,41.7,142.3,56.6,71307.4017277218,12.128116509451258,3,185.0,2627.84,0.737,501.106,2,False,True,3,False,False,False,False,False,False,False,False,False,True,6,3.0,213922.20518316538
2021,28609,50,72.3,26.4,127.2,50.2,69727.9873677012,10.261511586044156,1,28.6,395.7,0.526,548.176,2,False,False,1,False,False,False,False,False,False,True,False,False,False,2,0.5,69727.9873677012
2021,90734,50,62.2,24.4,120.2,44.0,52265.6541620571,11.415698449209124,2,90.7,1458.75,0.555,434.822,4,False,False,3,False,True,False,False,False,False,False,False,False,False,8,1.0,156796.9624861713
2021,88654,100,61.1,20.1,109.8,41.4,51658.238294958,11.392507711491088,2,88.7,1450.97,0.486,470.476,4,False,True,2,False,False,False,False,False,False,True,False,False,False,8,2.0,103316.476589916
2021,140000,100,70.4,41.7,142.3,56.6,71307.4017277218,11.849404844423074,3,140.0,1988.64,0.737,501.106,3,False,True,3,False,False,False,False,False,False,False,False,False,True,9,3.0,213922.20518316538
2021,46597,100,40.8,17.1,85.8,29.5,18635.5088812509,10.74931290073778,2,46.6,1142.08,0.58,217.197,4,False,True,3,False,False,False,False,False,False,True,False,False,False,8,2.0,55906.526643752695
2021,116914,50,62.0,31.1,115.2,47.1,46926.475736105,11.669202454027493,2,116.9,1885.71,0.66,407.348,4,False,False,3,False,False,False,False,False,False,False,False,True,False,8,1.0,140779.427208315
2021,33808,0,21.2,5.6,82.6,13.7,2239.61384367482,10.42848231821631,2,33.8,1594.72,0.409,27.114,4,True,False,2,False,False,False,True,False,False,False,False,False,False,8,0.0,4479.22768734964
2021,56256,50,62.0,31.1,115.2,47.1,46926.475736105,10.937685756768543,2,56.3,907.35,0.66,407.348,4,False,False,3,False,False,False,False,False,False,False,False,True,False,8,1.0,140779.427208315
2021,225000,100,64.8,33.2,103.7,49.6,52886.6616372703,12.323860125621126,3,225.0,3472.22,0.669,509.997,4,False,True,3,False,False,False,False,False,False,False,False,False,False,12,3.0,158659.9849118109
2021,416000,100,70.4,41.7,142.3,56.6,71307.4017277218,12.938442943086665,4,416.0,5909.09,0.737,501.106,4,False,True,1,False,False,False,False,False,False,False,False,False,True,16,4.0,71307.4017277218
2021,87738,100,64.8,33.2,103.7,49.6,52886.6616372703,11.38212177734502,3,87.7,1353.98,0.669,509.997,4,False,True,1,False,False,False,False,False,False,False,False,False,False,12,3.0,52886.6616372703
2021,88654,50,62.2,24.4,120.2,44.0,52265.6541620571,11.392507711491088,2,88.7,1425.31,0.555,434.822,4,False,False,3,False,True,False,False,False,False,False,False,False,False,8,1.0,156796.9624861713
2021,135000,0,70.4,41.7,142.3,56.6,71307.4017277218,11.813037464800539,3,135.0,1917.61,0.737,501.106,4,True,False,3,False,False,False,False,False,False,False,False,False,True,12,0.0,213922.20518316538
2021,71786,100,64.8,33.2,103.7,49.6,52886.6616372703,11.181458680147426,3,71.8,1107.81,0.669,509.997,3,False,True,2,False,False,False,False,False,False,False,False,False,False,9,3.0,105773.3232745406
2021,16228,100,21.2,5.6,82.6,13.7,2239.61384367482,9.694555044315882,1,16.2,765.47,0.409,27.114,2,False,True,3,False,False,False,True,False,False,False,False,False,False,2,1.0,6718.84153102446
2021,256000,100,70.4,41.7,142.3,56.6,71307.4017277218,12.45293662970407,3,256.0,3636.36,0.737,501.106,4,False,True,1,False,False,False,False,False,False,False,False,False,True,12,3.0,71307.4017277218
2021,200000,100,70.4,41.7,142.3,56.6,71307.4017277218,12.206077645517674,3,200.0,2840.91,0.737,501.106,2,False,True,3,False,False,False,False,False,False,False,False,False,True,6,3.0,213922.20518316538
2021,200000,100,70.4,41.7,142.3,56.6,71307.4017277218,12.206077645517674,3,200.0,2840.91,0.737,501.106,3,False,True,3,False,False,False,False,False,False,False,False,False,True,9,3.0,213922.20518316538
2021,180000,100,70.4,41.7,142.3,56.6,71307.4017277218,12.100717685412471,2,180.0,2556.82,0.737,501.106,0,False,True,3,False,False,False,False,False,False,False,False,False,True,0,2.0,213922.20518316538
2021,110000,0,70.4,41.7,142.3,56.6,71307.4017277218,11.608244735642321,2,110.0,1562.5,0.737,501.106,0,True,False,1,False,False,False,False,False,False,False,False,False,True,0,0.0,71307.4017277218
2021,63810,100,64.8,33.2,103.7,49.6,52886.6616372703,11.063680868264434,2,63.8,984.72,0.669,509.997,0,False,True,2,False,False,False,False,False,False,False,False,False,False,0,2.0,105773.3232745406
2021,46809,100,47.3,22.9,92.1,35.6,30799.4775937775,10.753852134294116,2,46.8,989.62,0.643,334.413,4,False,True,2,False,False,False,False,False,False,False,True,False,False,8,2.0,61598.955187555
2021,4000,0,63.606218487394955,34.282184873949575,124.5889075630252,49.50722689075631,3704.1935590038,8.294299608857235,1,4.0,62.89,0.692,29.731,4,True,False,2,False,False,False,False,False,False,True,False,False,False,4,0.0,7408.3871180076
2021,21637,50,21.2,5.6,82.6,13.7,2239.61384367482,9.98220630724752,1,21.6,1020.61,0.409,27.114,2,False,False,2,False,False,False,True,False,False,False,False,False,False,2,0.5,4479.22768734964
2021,103691,100,64.8,33.2,103.7,49.6,52886.6616372703,11.5491802456294,3,103.7,1600.17,0.669,509.997,4,False,True,3,False,False,False,False,False,False,False,False,False,False,12,3.0,158659.9849118109
2021,80000,100,70.4,41.7,142.3,56.6,71307.4017277218,11.289794413577894,2,80.0,1136.36,0.737,501.106,3,False,True,3,False,False,False,False,False,False,False,False,False,True,6,2.0,213922.20518316538
2021,110000,100,70.4,41.7,142.3,56.6,71307.4017277218,11.608244735642321,2,110.0,1562.5,0.737,501.106,2,False,True,3,False,False,False,False,False,False,False,False,False,True,4,2.0,213922.20518316538
2021,165000,100,70.4,41.7,142.3,56.6,71307.4017277218,12.013706813470414,3,165.0,2343.75,0.737,501.106,4,False,True,3,False,False,False,False,False,False,False,False,False,True,12,3.0,213922.20518316538
2021,18053,100,63.606218487394955,34.282184873949575,124.5889075630252,49.50722689075631,15236.1604875571,9.8011225458581,1,18.1,283.82,0.692,122.291,4,False,True,1,False,False,False,False,False,False,True,False,False,False,4,1.0,15236.1604875571
2021,72212,50,62.0,31.1,115.2,47.1,46926.475736105,11.187375364074551,2,72.2,1164.71,0.66,407.348,2,False,False,3,False,False,False,False,False,False,False,False,True,False,4,1.0,140779.427208315
2021,36643,50,63.7,21.0,102.4,43.2,43725.0999521245,10.5090049831351,1,36.6,575.24,0.486,427.003,4,False,False,3,True,False,False,False,False,False,False,False,False,False,4,0.5,131175.29985637352
2021,12103,0,63.606218487394955,34.282184873949575,124.5889075630252,49.50722689075631,59686.29624943695,9.401291255468191,2,12.1,190.28,0.692,479.066,2,True,False,2,False,False,False,False,False,False,True,False,False,False,4,0.0,119372.5924988739
2021,96282,50,62.0,31.1,115.2,47.1,46926.475736105,11.475047050530808,3,96.3,1552.94,0.66,407.348,2,False,False,3,False,False,False,False,False,False,False,False,True,False,6,1.5,140779.427208315
2021,170000,100,70.4,41.7,142.3,56.6,71307.4017277218,12.04355959836804,3,170.0,2414.77,0.737,501.106,3,False,True,2,False,False,False,False,False,False,False,False,False,True,9,3.0,142614.8034554436
2021,115000,50,70.4,41.7,142.3,56.6,71307.4017277218,11.652696102959753,2,115.0,1633.52,0.737,501.106,4,False,False,3,False,False,False,False,False,False,False,False,False,True,8,1.0,213922.20518316538
2021,90000,100,70.4,41.7,142.3,56.6,71307.4017277218,11.407576060361786,1,90.0,1278.41,0.737,501.106,4,False,True,1,False,False,False,False,False,False,False,False,False,True,4,1.0,71307.4017277218
2021,600000,100,70.4,41.7,142.3,56.6,71307.4017277218,13.304686600863562,4,600.0,8522.73,0.737,501.106,2,False,True,3,False,False,False,False,False,False,False,False,False,True,8,4.0,213922.20518316538
2021,28399,100,21.2,5.6,82.6,13.7,2239.61384367482,10.254144424149297,1,28.4,1339.58,0.409,27.114,4,False,True,2,False,False,False,True,False,False,False,False,False,False,4,1.0,4479.22768734964
2021,93000,100,70.4,41.7,142.3,56.6,71307.4017277218,11.440365524765756,2,93.0,1321.02,0.737,501.106,3,False,True,3,False,False,False,False,False,False,False,False,False,True,6,2.0,213922.20518316538
2021,99703,50,64.8,33.2,103.7,49.6,52886.6616372703,11.509961075506213,3,99.7,1538.63,0.669,509.997,0,False,False,2,False,False,False,False,False,False,False,False,False,False,0,1.5,105773.3232745406
2021,200000,100,70.4,41.7,142.3,56.6,71307.4017277218,12.206077645517674,2,200.0,2840.91,0.737,501.106,2,False,True,3,False,False,False,False,False,False,False,False,False,True,4,2.0,213922.20518316538
2021,173762,100,62.2,24.4,120.2,44.0,52265.6541620571,12.065447580772036,3,173.8,2793.6,0.555,434.822,4,False,True,2,False,True,False,False,False,False,False,False,False,False,12,3.0,104531.3083241142
2021,185000,50,70.4,41.7,142.3,56.6,71307.4017277218,12.128116509451258,3,185.0,2627.84,0.737,501.106,4,False,False,3,False,False,False,False,False,False,False,False,False,True,12,1.5,213922.20518316538
2021,141846,0,62.2,24.4,120.2,44.0,52265.6541620571,11.862504290912188,4,141.8,2280.48,0.555,434.822,0,True,False,3,False,True,False,False,False,False,False,False,False,False,0,0.0,156796.9624861713
2021,130000,50,70.4,41.7,142.3,56.6,71307.4017277218,11.775297421715827,2,130.0,1846.59,0.737,501.106,4,False,False,3,False,False,False,False,False,False,False,False,False,True,8,1.0,213922.20518316538
2021,63831,50,62.2,24.4,120.2,44.0,52265.6541620571,11.064009910988117,3,63.8,1026.22,0.555,434.822,3,False,False,3,False,True,False,False,False,False,False,False,False,False,9,1.5,156796.9624861713
2021,16904,100,21.2,5.6,82.6,13.7,2239.61384367482,9.735364715141987,2,16.9,797.36,0.409,27.114,4,False,True,1,False,False,False,True,False,False,False,False,False,False,8,2.0,2239.61384367482
2021,66265,0,21.2,5.6,82.6,13.7,2239.61384367482,11.101432224123721,3,66.3,3125.71,0.409,27.114,4,True,False,3,False,False,False,True,False,False,False,False,False,False,12,0.0,6718.84153102446
2021,25532,100,62.2,24.4,120.2,44.0,52265.6541620571,10.14772701214507,2,25.5,410.48,0.555,434.822,4,False,True,1,False,True,False,False,False,False,False,False,False,False,8,2.0,52265.6541620571
2021,160000,50,70.4,41.7,142.3,56.6,71307.4017277218,11.982935344196433,3,160.0,2272.73,0.737,501.106,2,False,False,1,False,False,False,False,False,False,False,False,False,True,6,1.5,71307.4017277218
2021,93150,0,70.4,41.7,142.3,56.6,71307.4017277218,11.441977111345166,2,93.2,1323.15,0.737,501.106,2,True,False,2,False,False,False,False,False,False,False,False,False,True,4,0.0,142614.8034554436
2021,111775,0,70.4,41.7,142.3,56.6,71307.4017277218,11.624252147606558,2,111.8,1587.71,0.737,501.106,2,True,False,2,False,False,False,False,False,False,False,False,False,True,4,0.0,142614.8034554436
2021,28016,100,63.606218487394955,34.282184873949575,124.5889075630252,49.50722689075631,59686.29624943695,10.240566747777828,2,28.0,440.46,0.692,479.066,2,False,True,2,False,False,False,False,False,False,True,False,False,False,4,2.0,119372.5924988739
